"rainfall","windspeed","temperature","year"
1.23998363635102,1.31396358902487,272.012191403873,1940
2.90204720005763,1.6510401686496,275.00458990047,1940.08333333
2.41259301199738,2.86395331963839,277.397196653308,1940.16666666
3.4935535771264,1.25008563399652,280.323992927932,1940.24999999
1.24939621689064,1.37837198349587,284.00990062825,1940.33333332
1.38860332908186,2.02448216196062,287.89074064529,1940.41666665
4.80289307008514,1.90831681372524,286.608685793005,1940.49999998
0.385420403148658,4.44286062420642,287.509310583243,1940.58333331
1.41139168196726,4.28978209674433,284.352906531712,1940.66666664
2.26991810697577,1.18973126067104,281.12434003601,1940.74999997
2.38237367447544,3.04884278606202,278.175051570996,1940.8333333
1.93403760140406,2.48141851212706,275.50222961287,1940.91666663
1.96078914609561,1.75855999012704,271.754468388977,1940.99999996
3.68130978894303,1.08083704934707,273.555717969453,1941.08333329
2.40318043145776,0.397616802716346,276.029858912458,1941.16666662
1.87310352738441,0.912237832952226,278.062590619041,1941.24999995
1.7125942592351,0.438944869053975,281.263979051354,1941.33333328
0.289808400825146,1.47172570196734,287.031351537435,1941.41666661
2.27338589980616,2.56225389992463,289.147491783384,1941.49999994
1.64621079648199,3.34011145931286,286.529025952037,1941.58333327
0.972963588411264,1.30224569005647,286.678036713377,1941.6666666
1.4074284901611,1.99590301217709,281.980917620065,1941.74999993
3.41775753383367,1.54993810458953,278.284700999151,1941.83333326
0.644514067476096,4.6514572455746,278.347491697326,1941.91666659
2.52158078666667,1.78414630504028,273.002784955675,1941.99999992
1.58874451529273,0.859940276663355,272.24367352998,1942.08333325
1.52781044127309,1.76921514291059,275.907089039907,1942.16666658
1.82356362980747,1.3114072050458,279.807609723539,1942.24999991
2.31945800455272,1.28025808285256,281.802854446137,1942.33333324
1.16914158281598,2.45552628484814,285.557175892228,1942.41666657
1.65562337702161,2.92109991901505,286.948880172668,1942.4999999
2.90501959391225,1.92331107068515,287.439022488271,1942.58333323
1.18449895106483,3.51445592668146,284.933954783478,1942.66666656
3.1948279947374,4.02029071337056,281.356759336716,1942.74999989
0.450317668974458,2.68262226919458,276.743985957371,1942.83333322
1.22363547015062,4.05272539945113,279.253739535162,1942.91666655
2.37444729086313,2.5684060984639,276.271649959161,1942.99999988
1.19192993570138,6.00802476969962,278.489942236469,1943.08333321
0.901130736924688,2.60990445215842,278.825450743134,1943.16666654
1.53722302181271,5.11408586381149,281.617293875412,1943.24999987
2.17430610465226,1.9293670431992,282.962139425871,1943.3333332
2.01032904367256,3.01480972131871,286.138224143994,1943.41666653
1.27812935748526,1.56833842112865,287.113822902202,1943.49999986
3.34542928337132,1.61697589627756,286.59743969781,1943.58333319
2.14408676713032,2.536061917613,284.442875293276,1943.66666652
2.96397207202882,3.65983698140695,282.809379966132,1943.74999985
